startup_name,sector,sub_vertical,city,investor,round_type,funding_usd,deal_date,sector_clean,sector_final,sector_confidence,reclassification_layer,original_sector
ShareChat,FinTech,InsurTech,Delhi,"Accel, Peak XV",Series C,117144000,09-01-2024,Fintech,Other,high,name_lookup,FinTech
HyperLabs,Retail,E-Retail,Chennai,Prosus Ventures,Seed,120000,03-04-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
WorkPay,FinTech,NeoBank,Hyderabad,"IFC, Kedaara Capital",Pre-Series A,126000,19-12-2024,Fintech,Fintech,medium,regex,FinTech
HyperLabs,FinTech,WealthTech,Noida,"Kalaari Capital, LCatterton, Ribbit Capital",Series A,1932000,27-10-2020,Fintech,Fintech,medium,regex,FinTech
Ola,Media,Content,Chennai,Accel,Series C,141411000,09-12-2024,Other,EV/Cleantech,high,name_lookup,Media
WorkStack,Media,Streaming,Delhi,Lightspeed India,Series A,10148000,12-01-2023,Other,Other,low,fallback,Media
FreshTech,Retail,Fashion,Delhi,"Matrix Partners India, Omidyar Network",Pre-Seed,135000,28-12-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
Oyo,Media,Content,Noida,Matrix Partners India,Seed,216000,02-05-2020,Other,Proptech,high,name_lookup,Media
ClearDekho,SaaS,B2B SaaS,Bengaluru,Info Edge,Series C,122112000,11-04-2025,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
MediHive,EdTech,K12,Pune,"A91 Partners, Nexus Venture Partners, Y Combinator",Seed,107000,27-09-2023,Edtech,Edtech,medium,regex,EdTech
LogiMart,Mobility,Micro Mobility,Gurugram,"Accel, Kedaara Capital",Series C,44238000,09-01-2022,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
Flipkart,E-commerce,Quick Commerce,Bengaluru,"Accel, Lightspeed India",Pre-Series A,788000,23-09-2020,Ecommerce/D2C,Ecommerce/D2C,high,name_lookup,E-commerce
CoreConnect,Mobility,EV,Hyderabad,"Prosus Ventures, Tiger Global Management",Series A,1036000,27-07-2023,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
NeoLabs,FoodTech,Cloud Kitchen,Delhi,"Falcon Edge, Info Edge, Tiger Global Management",Series A,1261000,19-09-2022,Foodtech,Foodtech,medium,regex,FoodTech
Housejoy,Media,Social,Kolkata,Peak XV,Series A,1756000,08-03-2024,Other,Other,low,fallback,Media
Nykaa,E-commerce,Grocery,Chennai,"Elevation Capital, Falcon Edge",Seed,55000,26-01-2022,Ecommerce/D2C,Ecommerce/D2C,high,name_lookup,E-commerce
Housejoy,SaaS,HRTech,Pune,Bessemer Venture Partners,Seed,98000,22-09-2022,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
SmartCare,FoodTech,Cloud Kitchen,Hyderabad,Zodius Capital,Private Equity,382861000,17-03-2021,Foodtech,Foodtech,medium,regex,FoodTech
NeoLabs_904,Mobility,EV,Mumbai,A91 Partners,Growth,152047000,05-05-2022,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
BlueSpace,Consumer Electronics,Smart Home,Ahmedabad,"Ribbit Capital, Ventures India",Seed,1346000,10-10-2020,Other,Fintech,low,investor,Consumer Electronics
EduMart,Media,Content,Mumbai,"Kalaari Capital, Matrix Partners India",Series C,182986000,22-09-2023,Other,Deeptech,medium,regex,Media
AutoMart,FinTech,InsurTech,Hyderabad,Kedaara Capital,Series B,12899000,08-11-2024,Fintech,Fintech,medium,regex,FinTech
FreshTech,E-commerce,Grocery,Mumbai,"A91 Partners, Tiger Global",Seed,130000,21-06-2023,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
FinFoods,Mobility,Ride Sharing,Mumbai,Tiger Global Management,Series B,14327000,25-12-2022,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
SkillSolutions,EdTech,Coding Bootcamp,Mumbai,Kalaari Capital,Series C,98917000,27-05-2023,Edtech,Edtech,medium,regex,EdTech
FarmFit,FinTech,WealthTech,Chennai,"Matrix Partners India, SoftBank Vision Fund",Seed,134000,19-02-2020,Fintech,Fintech,medium,regex,FinTech
Porter,E-commerce,Grocery,Delhi,Ventures India,Seed,500000,09-01-2021,Ecommerce/D2C,Logistics,high,name_lookup,E-commerce
HyperLoop,FoodTech,Grocery,Delhi,Blume Ventures,Seed,226000,22-05-2025,Foodtech,Foodtech,medium,regex,FoodTech
NimbusMart,E-commerce,D2C,Delhi,Y Combinator,Pre-Series A,356000,25-10-2021,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
Housejoy,FinTech,Lending,Gurugram,Mirae Asset,Series C,65156000,15-04-2023,Fintech,Fintech,medium,regex,FinTech
ClearDekho,FoodTech,Cloud Kitchen,Hyderabad,"Kalaari Capital, Mirae Asset",Seed,148000,09-08-2022,Foodtech,Foodtech,medium,regex,FoodTech
Freshworks,RealEstate,PropTech,Bengaluru,"Matrix Partners India, Prosus Ventures",Seed,1654000,27-05-2025,Proptech,SaaS/Enterprise,high,name_lookup,RealEstate
FreshSolutions,FoodTech,Food Delivery,Mumbai,Bessemer Venture Partners,Series D,290119000,21-10-2022,Foodtech,Foodtech,medium,regex,FoodTech
SmartCare,HealthTech,Diagnostics,Noida,"Info Edge, Sequoia Capital India",Bridge,84000,22-05-2025,Healthtech,Healthtech,medium,regex,HealthTech
SmartMart,AgriTech,Smart Farming,Delhi,"Elevation Capital, Matrix Partners India",Pre-Seed,148000,26-03-2025,Agritech,Agritech,medium,regex,AgriTech
QuantumAnalytics,Enterprise,Automation,Gurugram,Tiger Global,Series A,3743000,11-11-2022,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
CRED,Logistics,Last Mile,Chennai,Kedaara Capital,Series B,59720000,27-08-2024,Logistics,Fintech,high,name_lookup,Logistics
QuantumSolutions,EdTech,UpSkilling,Pune,"Info Edge, Matrix Partners India, Tiger Global Management",Series B,45929000,29-06-2025,Edtech,Edtech,medium,regex,EdTech
DataHive,AgriTech,Smart Farming,Bengaluru,"LCatterton, Omidyar Network, Sequoia Capital India",Angel,18000,30-09-2020,Agritech,Agritech,medium,regex,AgriTech
MediSpace,FoodTech,Grocery,Kolkata,Bessemer Venture Partners,Series C,21255000,07-01-2023,Foodtech,Foodtech,medium,regex,FoodTech
Dunzo,Mobility,Ride Sharing,Kolkata,"Y Combinator, Zodius Capital",Series B,10531000,23-12-2021,EV/Cleantech,Ecommerce/D2C,high,name_lookup,Mobility
EduTech,Retail,Fashion,Bengaluru,Info Edge,Seed,369000,28-01-2022,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
HomeAnalytics,Retail,Grocery,Pune,"Ribbit Capital, Zodius Capital",Seed,517000,29-07-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
HomeAnalytics,Consumer Electronics,Wearables,Bengaluru,"Kedaara Capital, Lightspeed India",Seed,129000,26-01-2025,Other,Other,low,fallback,Consumer Electronics
AutoMart,Logistics,Fleet Management,Noida,Prosus Ventures,Series A,1458000,04-02-2023,Logistics,Logistics,medium,regex,Logistics
NoBroker,E-commerce,Grocery,Delhi,Peak XV,Series B,50620000,17-09-2020,Ecommerce/D2C,Proptech,high,name_lookup,E-commerce
HomeFoods,Media,Content,Gurugram,"Omidyar Network, Prosus Ventures",Series D,482361000,17-02-2020,Other,Agritech,low,investor,Media
AutoFlow_933,FoodTech,Grocery,Bengaluru,"Kalaari Capital, Zodius Capital",Series D,167749000,23-10-2021,Foodtech,Foodtech,medium,regex,FoodTech
NeoTech,Consumer Electronics,Wearables,Pune,"Elevation Capital, Kalaari Capital, Lightspeed India",Series A,1592000,30-03-2020,Other,Other,low,fallback,Consumer Electronics
EduMart,FoodTech,Cloud Kitchen,Pune,Tiger Global Management,Seed,137000,17-03-2023,Foodtech,Foodtech,medium,regex,FoodTech
Zepto,Media,Content,Mumbai,SoftBank Vision Fund,Angel,5000,07-02-2021,Other,Ecommerce/D2C,high,name_lookup,Media
Byju's,RealEstate,Rental Tech,Mumbai,Omidyar Network,Pre-Seed,164000,03-06-2022,Proptech,Edtech,high,name_lookup,RealEstate
WorkStack,EdTech,Test Prep,Kolkata,Zodius Capital,Seed,77000,28-11-2021,Edtech,Edtech,medium,regex,EdTech
FinSpace,Retail,Fashion,Ahmedabad,"Info Edge, Nexus Venture Partners, Tiger Global Management",Series A,4765000,14-07-2020,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
GreenMart,Enterprise,Automation,Mumbai,"Omidyar Network, Tiger Global",Series C,42009000,06-05-2020,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
Paytm,E-commerce,Quick Commerce,Bengaluru,"Kalaari Capital, Ribbit Capital",Series A,4485000,26-08-2021,Ecommerce/D2C,Fintech,high,name_lookup,E-commerce
Flipkart,EdTech,Test Prep,Kolkata,"IFC, Ribbit Capital",Pre-Series A,448000,16-06-2024,Edtech,Ecommerce/D2C,high,name_lookup,EdTech
BlueSpace,RealEstate,PropTech,Kolkata,Accel,Series A,9459000,18-04-2023,Proptech,Proptech,medium,regex,RealEstate
UrbanStack,E-commerce,Grocery,Gurugram,"Falcon Edge, Mirae Asset, Y Combinator",Angel,9000,15-09-2020,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
Ola,HealthTech,Diagnostics,Delhi,SoftBank Vision Fund,Series C,20605000,03-05-2020,Healthtech,EV/Cleantech,high,name_lookup,HealthTech
DriveEdge,RealEstate,Home Services,Hyderabad,Nexus Venture Partners,Series A,1449000,13-01-2023,Proptech,Proptech,medium,regex,RealEstate
FreshTech,Logistics,Supply Chain,Bengaluru,"Matrix Partners India, Nexus Venture Partners, Zodius Capital",Series A,11442000,08-09-2023,Logistics,Logistics,medium,regex,Logistics
Udaan,FoodTech,Food Delivery,Gurugram,Bessemer Venture Partners,Bridge,1256000,04-08-2023,Foodtech,Ecommerce/D2C,high,name_lookup,FoodTech
DataHive,Consumer Electronics,Smart Home,Kolkata,"A91 Partners, SoftBank Vision Fund",Series A,5042000,09-11-2021,Other,Other,low,fallback,Consumer Electronics
Delhivery,FoodTech,Food Delivery,Delhi,Mirae Asset,Seed,458000,29-11-2024,Foodtech,Logistics,high,name_lookup,FoodTech
Rapido,RealEstate,PropTech,Gurugram,Mirae Asset,Series A,6055000,12-03-2021,Proptech,EV/Cleantech,high,name_lookup,RealEstate
FreshBox,FoodTech,Cloud Kitchen,Chennai,Sequoia Capital India,Seed,95000,14-01-2020,Foodtech,Foodtech,medium,regex,FoodTech
Licious,FinTech,NeoBank,Mumbai,Ribbit Capital,Seed,1459000,20-06-2022,Fintech,Foodtech,high,name_lookup,FinTech
ShareChat,FinTech,Payments,Gurugram,LCatterton,Seed,234000,22-12-2020,Fintech,Other,high,name_lookup,FinTech
NoBroker,SaaS,DevTools,Delhi,LCatterton,Seed,205000,26-12-2020,SaaS/Enterprise,Proptech,high,name_lookup,SaaS
DataAnalytics,HealthTech,Health Analytics,Mumbai,Info Edge,Seed,339000,06-03-2021,Healthtech,Healthtech,medium,regex,HealthTech
Nykaa,Retail,Grocery,Delhi,IFC,Bridge,59000,24-06-2025,Ecommerce/D2C,Ecommerce/D2C,high,name_lookup,Retail
Byju's,E-commerce,Marketplace,Delhi,Y Combinator,Series C,31376000,27-01-2021,Ecommerce/D2C,Edtech,high,name_lookup,E-commerce
DriveLoop,EdTech,Test Prep,Ahmedabad,"Elevation Capital, Nexus Venture Partners",Series A,7379000,15-10-2024,Edtech,Edtech,medium,regex,EdTech
LogiMart_960,Retail,Grocery,Delhi,"LCatterton, Lightspeed India",Series D,60502000,06-06-2025,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
HealthRise,Retail,Fashion,Ahmedabad,"Ribbit Capital, Ventures India",Seed,463000,07-11-2022,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
NimbusWorks,Consumer Electronics,Audio,Pune,"Mirae Asset, Peak XV",Series B,9872000,12-12-2022,Other,Other,low,fallback,Consumer Electronics
FoodFit,Retail,Fashion,Bengaluru,Info Edge,Seed,210000,06-01-2025,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
FinSpace,Logistics,Supply Chain,Chennai,Matrix Partners India,Series A,2185000,30-03-2025,Logistics,Logistics,medium,regex,Logistics
WorkFit,E-commerce,D2C,Kolkata,"Falcon Edge, Tiger Global",Series A,2620000,16-04-2021,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
BlueSpace,Consumer Electronics,Wearables,Chennai,Elevation Capital,Pre-Series A,524000,15-10-2022,Other,Other,low,fallback,Consumer Electronics
GrowthFlow,EdTech,UpSkilling,Mumbai,Zodius Capital,Pre-Series A,198000,17-06-2020,Edtech,Edtech,medium,regex,EdTech
HealthRise,EdTech,Test Prep,Mumbai,Lightspeed India,Seed,404000,19-03-2020,Edtech,Edtech,medium,regex,EdTech
FreshBox,Media,Streaming,Hyderabad,Tiger Global Management,Seed,289000,22-05-2023,Other,Other,low,fallback,Media
Swiggy,FinTech,WealthTech,Hyderabad,"Peak XV, Zodius Capital",Series C,120661000,22-05-2024,Fintech,Foodtech,high,name_lookup,FinTech
UrbanStack,Mobility,Ride Sharing,Chennai,"Lightspeed India, Matrix Partners India, Omidyar Network",Seed,1584000,21-01-2024,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
InMobi,Media,Content,Pune,Info Edge,Series C,145412000,03-10-2021,Other,Other,high,name_lookup,Media
SkillRise,Consumer Electronics,Smart Home,Bengaluru,Elevation Capital,Pre-Series A,164000,28-03-2023,Other,Other,low,fallback,Consumer Electronics
MediSpace,RealEstate,Home Services,Pune,"Prosus Ventures, Ventures India",Seed,56000,21-05-2022,Proptech,Proptech,medium,regex,RealEstate
Delhivery,SaaS,B2B SaaS,Ahmedabad,Nexus Venture Partners,Series C,40689000,03-03-2025,SaaS/Enterprise,Logistics,high,name_lookup,SaaS
FreshBox,Retail,Fashion,Ahmedabad,"Kalaari Capital, Lightspeed India",Series A,5010000,11-03-2022,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
AeroHub,E-commerce,D2C,Ahmedabad,Accel,Bridge,60000,01-08-2023,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
Zomato,RealEstate,Rental Tech,Delhi,"Blume Ventures, Mirae Asset",Pre-Seed,63000,12-11-2023,Proptech,Foodtech,high,name_lookup,RealEstate
CRED,FoodTech,Food Delivery,Gurugram,Tiger Global,Seed,452000,12-09-2023,Foodtech,Fintech,high,name_lookup,FoodTech
MediSpace,Enterprise,Security,Chennai,Falcon Edge,Seed,172000,14-08-2020,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
GrowthCare,FoodTech,Cloud Kitchen,Delhi,"Prosus Ventures, Zodius Capital",Growth,382414000,26-09-2021,Foodtech,Foodtech,medium,regex,FoodTech
NextSense,Logistics,Fleet Management,Gurugram,"Elevation Capital, Sequoia Capital India",Series A,1335000,03-11-2023,Logistics,Logistics,medium,regex,Logistics
SmartCare,Enterprise,Security,Ahmedabad,LCatterton,Series C,24513000,12-12-2022,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
NeoLabs,AgriTech,Supply Chain,Mumbai,"Y Combinator, Zodius Capital",Seed,734000,09-12-2024,Agritech,Agritech,medium,regex,AgriTech
Delhivery,FoodTech,Grocery,Delhi,"Info Edge, Ventures India",Pre-Series A,313000,02-01-2021,Foodtech,Logistics,high,name_lookup,FoodTech
BlueTech,E-commerce,Fashion,Bengaluru,Elevation Capital,Seed,634000,17-11-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
Cars24,RealEstate,PropTech,Gurugram,"Nexus Venture Partners, Y Combinator",Angel,18000,22-04-2022,Proptech,Ecommerce/D2C,high,name_lookup,RealEstate
Zomato,Mobility,EV,Chennai,Falcon Edge,Series A,1949000,01-06-2021,EV/Cleantech,Foodtech,high,name_lookup,Mobility
SmartMart_989,RealEstate,Rental Tech,Kolkata,"IFC, Kalaari Capital",Pre-Series A,659000,07-03-2024,Proptech,Proptech,medium,regex,RealEstate
MediSpace,Media,Social,Pune,"Accel, Info Edge",Series B,45874000,08-08-2022,Other,Other,low,fallback,Media
HomeMart,Consumer Electronics,Audio,Kolkata,Blume Ventures,Series C,131237000,19-09-2024,Other,Deeptech,medium,regex,Consumer Electronics
PhonePe,AgriTech,Supply Chain,Delhi,"Accel, Kalaari Capital, Ventures India",Seed,136000,30-12-2022,Agritech,Fintech,high,name_lookup,AgriTech
SkillFlow,SaaS,DevTools,Gurugram,"Falcon Edge, Info Edge, Tiger Global",Series B,25685000,02-01-2025,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
Zomato,FoodTech,Grocery,Hyderabad,Tiger Global,Series A,2658000,10-05-2023,Foodtech,Foodtech,high,name_lookup,FoodTech
UrbanSolutions,EdTech,UpSkilling,Gurugram,Sequoia Capital India,Seed,70000,02-02-2020,Edtech,Edtech,medium,regex,EdTech
CloudLabs,E-commerce,Marketplace,Mumbai,"Blume Ventures, Kalaari Capital",Series C,239814000,27-08-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
AeroStack,SaaS,DevTools,Ahmedabad,"Nexus Venture Partners, Peak XV",Seed,83000,14-01-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
Meesho,E-commerce,D2C,Pune,"Info Edge, Kalaari Capital, SoftBank Vision Fund",Seed,1665000,03-04-2022,Ecommerce/D2C,Ecommerce/D2C,high,name_lookup,E-commerce
Byju's,RealEstate,Home Services,Ahmedabad,Kalaari Capital,Pre-Series A,279000,17-05-2020,Proptech,Edtech,high,name_lookup,RealEstate
Chargebee,E-commerce,Grocery,Ahmedabad,Omidyar Network,Seed,99000,18-05-2025,Ecommerce/D2C,SaaS/Enterprise,high,name_lookup,E-commerce
UrbanDrive,Retail,Fashion,Delhi,"IFC, Mirae Asset, SoftBank Vision Fund",Seed,369000,25-07-2023,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
WorkStack_1002,AgriTech,Smart Farming,Chennai,Falcon Edge,Series A,10633000,28-02-2024,Agritech,Agritech,medium,regex,AgriTech
UrbanStack,AgriTech,Supply Chain,Hyderabad,Ribbit Capital,Seed,745000,27-05-2022,Agritech,Agritech,medium,regex,AgriTech
HealthWorks,Consumer Electronics,Wearables,Gurugram,"Omidyar Network, Peak XV, Sequoia Capital India",Seed,980000,22-02-2021,Other,Agritech,low,investor,Consumer Electronics
Ola,Media,Content,Delhi,Falcon Edge,Seed,568000,11-08-2023,Other,EV/Cleantech,high,name_lookup,Media
SkillRise,Logistics,Last Mile,Gurugram,Matrix Partners India,Series D,246176000,09-11-2021,Logistics,Logistics,medium,regex,Logistics
Udaan,RealEstate,PropTech,Gurugram,"Info Edge, SoftBank Vision Fund",Series A,9971000,20-02-2022,Proptech,Ecommerce/D2C,high,name_lookup,RealEstate
MediHive_1008,Consumer Electronics,Audio,Gurugram,Nexus Venture Partners,Seed,126000,16-10-2020,Other,Other,low,fallback,Consumer Electronics
NoBroker,AgriTech,Marketplace,Gurugram,"Kedaara Capital, SoftBank Vision Fund",Seed,304000,09-06-2020,Agritech,Proptech,high,name_lookup,AgriTech
BlueRise,HealthTech,Diagnostics,Hyderabad,"IFC, Lightspeed India, Mirae Asset",Seed,113000,07-07-2022,Healthtech,Healthtech,medium,regex,HealthTech
ShareChat,FoodTech,Food Delivery,Delhi,"Info Edge, Omidyar Network",Series A,14507000,15-05-2022,Foodtech,Other,high,name_lookup,FoodTech
HyperLoop,Retail,Grocery,Bengaluru,Ventures India,Series C,257828000,25-05-2022,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
Delhivery,AgriTech,Marketplace,Delhi,Y Combinator,Series A,1113000,25-12-2020,Agritech,Logistics,high,name_lookup,AgriTech
BigBasket,Consumer Electronics,Wearables,Chennai,SoftBank Vision Fund,Series A,6758000,11-09-2022,Other,Ecommerce/D2C,high,name_lookup,Consumer Electronics
CoreSpace,EdTech,Test Prep,Bengaluru,"Kalaari Capital, Y Combinator",Growth,574676000,04-02-2024,Edtech,Edtech,medium,regex,EdTech
AutoMart,SaaS,MarTech,Kolkata,Kalaari Capital,Seed,97000,19-04-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
GrowthConnect,E-commerce,Fashion,Ahmedabad,"Bessemer Venture Partners, Peak XV",Seed,406000,11-04-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
NextFlow,Consumer Electronics,Smart Home,Pune,"Peak XV, Ventures India",Series B,63289000,26-08-2023,Other,Other,low,fallback,Consumer Electronics
HomeMart,Enterprise,Security,Bengaluru,Matrix Partners India,Series B,5493000,14-08-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
AutoFlow,HealthTech,Pharmacy,Gurugram,"Bessemer Venture Partners, Sequoia Capital India, Zodius Capital",Series A,6610000,03-05-2025,Healthtech,Healthtech,medium,regex,HealthTech
AeroHub,AgriTech,Supply Chain,Noida,"Blume Ventures, Info Edge",Angel,12000,29-11-2024,Agritech,Agritech,medium,regex,AgriTech
Oyo,Mobility,Micro Mobility,Chennai,"Peak XV, Ventures India",Series A,12223000,12-02-2024,EV/Cleantech,Proptech,high,name_lookup,Mobility
Unacademy,E-commerce,Grocery,Pune,"Kedaara Capital, Lightspeed India, Ventures India",Series C,277385000,04-07-2021,Ecommerce/D2C,Edtech,high,name_lookup,E-commerce
MediHive,Enterprise,Security,Bengaluru,"Elevation Capital, Kalaari Capital",Seed,1628000,03-05-2024,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
Paytm,HealthTech,Diagnostics,Pune,Mirae Asset,Seed,288000,02-10-2020,Healthtech,Fintech,high,name_lookup,HealthTech
AeroAnalytics,Consumer Electronics,Smart Home,Gurugram,"Blume Ventures, Matrix Partners India, Ventures India",Seed,1202000,30-04-2020,Other,SaaS/Enterprise,low,investor,Consumer Electronics
Freshworks,Consumer Electronics,Smart Home,Ahmedabad,Accel,Seed,1127000,27-07-2023,Other,SaaS/Enterprise,high,name_lookup,Consumer Electronics
WorkFit,Logistics,Last Mile,Pune,"Mirae Asset, Ventures India",Pre-Seed,42000,25-04-2021,Logistics,Logistics,medium,regex,Logistics
MediSpace_1029,Retail,E-Retail,Ahmedabad,Lightspeed India,Series C,188760000,26-03-2020,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
MediHive,Mobility,EV,Kolkata,"Info Edge, Y Combinator",Series A,1105000,21-11-2021,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
DataHive,Enterprise,Analytics,Pune,"Tiger Global, Y Combinator",Series B,26119000,14-02-2022,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
FreshBox,FinTech,InsurTech,Chennai,Sequoia Capital India,Series B,9461000,23-12-2024,Fintech,Fintech,medium,regex,FinTech
NeoTech,Logistics,Fleet Management,Gurugram,"Kalaari Capital, Mirae Asset, Prosus Ventures",Pre-Series A,132000,20-06-2023,Logistics,Logistics,medium,regex,Logistics
FinFoods_1034,RealEstate,Home Services,Bengaluru,Tiger Global Management,Series B,6189000,23-11-2024,Proptech,Proptech,medium,regex,RealEstate
NeoSense,EdTech,Coding Bootcamp,Chennai,Y Combinator,Series B,34466000,14-06-2024,Edtech,Edtech,medium,regex,EdTech
FarmBox,Enterprise,Automation,Mumbai,"Lightspeed India, Nexus Venture Partners",Series B,12830000,24-08-2021,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
ClearDekho,FinTech,Lending,Kolkata,"Mirae Asset, Tiger Global Management",Series C,142371000,09-09-2021,Fintech,Fintech,medium,regex,FinTech
EduMart,Consumer Electronics,Smart Home,Noida,Ventures India,Seed,64000,09-03-2021,Other,Deeptech,medium,regex,Consumer Electronics
Unacademy,E-commerce,Fashion,Bengaluru,LCatterton,Seed,160000,17-03-2025,Ecommerce/D2C,Edtech,high,name_lookup,E-commerce
QuantumSolutions,Logistics,Fleet Management,Kolkata,Prosus Ventures,Bridge,366000,05-10-2023,Logistics,Logistics,medium,regex,Logistics
NeoLabs,Media,Content,Gurugram,"SoftBank Vision Fund, Tiger Global",Angel,53000,18-04-2024,Other,Other,low,fallback,Media
QuantumAnalytics,Retail,Fashion,Chennai,Nexus Venture Partners,Series C,47415000,02-04-2021,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
Unacademy,E-commerce,Quick Commerce,Pune,Ventures India,Series B,28354000,03-04-2025,Ecommerce/D2C,Edtech,high,name_lookup,E-commerce
Porter,AgriTech,Smart Farming,Delhi,"A91 Partners, Sequoia Capital India",Series D,384546000,07-05-2025,Agritech,Logistics,high,name_lookup,AgriTech
HealthWorks,EdTech,Coding Bootcamp,Chennai,"Nexus Venture Partners, Peak XV, Prosus Ventures",Seed,485000,17-01-2022,Edtech,Edtech,medium,regex,EdTech
HomeAnalytics,FinTech,NeoBank,Kolkata,Zodius Capital,Seed,118000,29-07-2024,Fintech,Fintech,medium,regex,FinTech
Chargebee,RealEstate,Home Services,Delhi,"Bessemer Venture Partners, Kedaara Capital, Prosus Ventures",Series A,1068000,25-10-2020,Proptech,SaaS/Enterprise,high,name_lookup,RealEstate
FoodLoop,Media,Social,Hyderabad,"Mirae Asset, Zodius Capital",Debt,22303000,17-12-2023,Other,Other,low,fallback,Media
NimbusLabs,FoodTech,Cloud Kitchen,Pune,IFC,Seed,54000,07-01-2024,Foodtech,Foodtech,medium,regex,FoodTech
Zepto,Media,Streaming,Bengaluru,IFC,Angel,69000,08-05-2024,Other,Ecommerce/D2C,high,name_lookup,Media
DriveFit,Enterprise,Automation,Delhi,"Prosus Ventures, SoftBank Vision Fund",Debt,2677000,27-01-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
NextFlow,FoodTech,Cloud Kitchen,Noida,"A91 Partners, Kedaara Capital, LCatterton",Series B,67565000,01-08-2021,Foodtech,Foodtech,medium,regex,FoodTech
Wakefit,HealthTech,Pharmacy,Ahmedabad,"Elevation Capital, Omidyar Network, Prosus Ventures",Growth,411602000,20-04-2020,Healthtech,Ecommerce/D2C,high,name_lookup,HealthTech
Ola,Media,Content,Hyderabad,Bessemer Venture Partners,Angel,99000,05-03-2021,Other,EV/Cleantech,high,name_lookup,Media
BlueRise,FinTech,WealthTech,Ahmedabad,Y Combinator,Seed,182000,27-05-2024,Fintech,Fintech,medium,regex,FinTech
DriveLoop,HealthTech,Telemedicine,Mumbai,Peak XV,Pre-Series A,585000,28-08-2022,Healthtech,Healthtech,medium,regex,HealthTech
Housejoy,Mobility,Micro Mobility,Pune,Ribbit Capital,Series A,2970000,09-06-2025,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
CoreConnect,E-commerce,Marketplace,Chennai,"Peak XV, Ribbit Capital",Series A,3668000,09-11-2023,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
UrbanSolutions,Retail,Fashion,Mumbai,"Info Edge, Ribbit Capital, Y Combinator",Series C,109404000,06-11-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
MediSpace,E-commerce,Quick Commerce,Kolkata,"Lightspeed India, Omidyar Network",Series B,56361000,03-02-2025,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
GrowthCare,Media,Social,Ahmedabad,"Elevation Capital, Kedaara Capital, Nexus Venture Partners",Seed,1886000,18-09-2022,Other,Deeptech,medium,regex,Media
NeoSense_1062,Enterprise,Automation,Delhi,Kalaari Capital,Pre-Series A,587000,06-12-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
NeoLabs_1063,Enterprise,Automation,Noida,"Nexus Venture Partners, Tiger Global Management, Ventures India",Series B,15923000,06-06-2024,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
